Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,3210.0,9,5,2019,4,20,2,55
IndiGo,Delhi,Cochin,300,1.0,No info,7725.0,6,3,2019,21,0,16,0
Air India,Banglore,New Delhi,1795,2.0,No info,8534.0,15,3,2019,22,55,17,0
Vistara,Chennai,Kolkata,135,0.0,No info,3687.0,6,5,2019,9,20,7,5
Air India,Delhi,Cochin,1420,2.0,No info,8140.0,21,3,2019,9,25,9,45
IndiGo,Delhi,Cochin,275,1.0,No info,5054.0,27,6,2019,12,10,7,35
Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,10262.0,27,6,2019,12,35,7,5
IndiGo,Kolkata,Banglore,160,0.0,No info,4804.0,1,6,2019,0,5,21,25
IndiGo,Delhi,Cochin,305,1.0,No info,10123.0,15,5,2019,4,35,23,30
Jet Airways,Delhi,Cochin,995,2.0,No info,14300.0,12,6,2019,12,35,20,0
Jet Airways,Kolkata,Banglore,1285,1.0,No info,12692.0,12,6,2019,14,25,17,0
IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,3,6,2019,2,20,23,30
SpiceJet,Kolkata,Banglore,160,0.0,No check-in baggage included,4781.0,24,3,2019,9,35,6,55
Vistara,Banglore,Delhi,160,0.0,No info,4668.0,6,5,2019,9,40,7,0
Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,3210.0,15,6,2019,21,5,19,35
Air India,Kolkata,Banglore,905,1.0,No info,8891.0,15,5,2019,7,55,16,50
Jet Airways,Kolkata,Banglore,1150,1.0,No info,13759.0,24,3,2019,16,20,21,10
Air Asia,Banglore,Delhi,170,0.0,No info,7120.0,6,6,2019,2,45,23,55
Vistara,Banglore,Delhi,170,0.0,No info,4668.0,9,6,2019,23,50,21,0
Multiple carriers,Delhi,Cochin,555,1.0,No info,14848.0,21,5,2019,19,15,10,0
Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678.0,15,6,2019,4,20,2,55
Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,7202.0,1,6,2019,14,15,11,0
Jet Airways,Banglore,New Delhi,625,1.0,No info,16736.0,6,3,2019,18,25,8,0
Air India,Kolkata,Banglore,150,0.0,No info,4880.0,24,4,2019,16,45,14,15
Air India,Mumbai,Hyderabad,80,0.0,No info,2050.0,3,4,2019,22,25,21,5
Air Asia,Kolkata,Banglore,955,1.0,No info,6810.0,6,6,2019,23,30,7,35
IndiGo,Kolkata,Banglore,160,0.0,No info,4804.0,24,6,2019,0,5,21,25
Jet Airways,Delhi,Cochin,1165,1.0,No info,12242.0,27,3,2019,4,25,9,0
IndiGo,Delhi,Cochin,515,1.0,No info,6442.0,27,4,2019,16,10,7,35
IndiGo,Mumbai,Hyderabad,85,0.0,No info,3342.0,18,3,2019,7,45,6,20
Air Asia,Kolkata,Banglore,955,1.0,No info,7870.0,9,6,2019,23,30,7,35
IndiGo,Delhi,Cochin,315,1.0,No info,6582.0,1,6,2019,12,30,7,15
IndiGo,Delhi,Cochin,320,1.0,No info,6493.0,6,6,2019,22,25,17,5
Jet Airways,Delhi,Cochin,1210,1.0,In-flight meal not included,10262.0,3,6,2019,19,0,22,50
IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,27,5,2019,15,35,13,15
Jet Airways,Delhi,Cochin,660,1.0,In-flight meal not included,12239.0,27,5,2019,19,0,8,0
Jet Airways,Kolkata,Banglore,840,1.0,No info,14151.0,15,5,2019,23,35,9,35
Vistara,Kolkata,Banglore,1640,1.0,No info,9870.0,24,5,2019,20,20,17,0
Jet Airways,Banglore,New Delhi,1070,1.0,No info,13817.0,12,3,2019,15,15,21,25
IndiGo,Delhi,Cochin,320,1.0,No info,6968.0,21,4,2019,12,10,6,50
Air Asia,Kolkata,Banglore,500,2.0,No info,5192.0,9,5,2019,23,30,15,10
Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,1,5,2019,20,5,17,45
Jet Airways,Kolkata,Banglore,910,1.0,No info,13731.0,24,5,2019,10,5,18,55
Jet Airways,Kolkata,Banglore,590,1.0,No info,14571.0,6,6,2019,18,15,8,25
Vistara,Chennai,Kolkata,135,0.0,No info,3687.0,9,5,2019,9,20,7,5
Air Asia,Delhi,Cochin,865,1.0,No info,6451.0,27,6,2019,7,10,16,45
Jet Airways,Kolkata,Banglore,1025,1.0,In-flight meal not included,7064.0,1,4,2019,23,35,6,30
Air India,Delhi,Cochin,1210,2.0,No info,10467.0,3,6,2019,9,25,13,15
Multiple carriers,Delhi,Cochin,705,1.0,No info,10786.0,27,5,2019,19,15,7,30
Jet Airways,Delhi,Cochin,660,1.0,In-flight meal not included,10262.0,15,6,2019,19,0,8,0
Air Asia,Kolkata,Banglore,150,0.0,No info,4409.0,27,4,2019,1,20,22,50
Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,15,6,2019,20,5,17,45
Jet Airways,Delhi,Cochin,1760,2.0,No info,15129.0,21,5,2019,4,25,23,5
IndiGo,Chennai,Kolkata,140,0.0,No info,5277.0,3,5,2019,0,25,22,5
Air India,Kolkata,Banglore,675,1.0,No info,7662.0,9,6,2019,21,5,9,50
Air India,Delhi,Cochin,185,0.0,No info,4729.0,18,3,2019,21,10,18,5
Air India,Kolkata,Banglore,895,2.0,No info,13164.0,21,5,2019,23,15,8,20
Air India,Kolkata,Banglore,1155,2.0,No info,9920.0,1,4,2019,12,0,16,45
IndiGo,Kolkata,Banglore,295,1.0,No info,8443.0,1,5,2019,14,15,9,20
Air India,Kolkata,Banglore,1840,2.0,No info,12723.0,1,5,2019,12,30,5,50
Jet Airways,Kolkata,Banglore,435,1.0,In-flight meal not included,6287.0,24,5,2019,17,35,10,20
Air India,Delhi,Cochin,1420,1.0,No info,5117.0,1,4,2019,9,25,9,45
Jet Airways,Delhi,Cochin,1105,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,10,0
Air India,Banglore,Delhi,165,0.0,No info,4651.0,6,4,2019,19,45,17,0
Multiple carriers,Delhi,Cochin,640,1.0,In-flight meal not included,18260.0,9,3,2019,12,55,2,15
IndiGo,Delhi,Cochin,415,1.0,No info,7006.0,21,5,2019,1,30,18,35
Multiple carriers,Delhi,Cochin,630,1.0,In-flight meal not included,6943.0,27,5,2019,1,30,15,0
Air India,Kolkata,Banglore,1195,2.0,No info,9941.0,15,5,2019,7,55,12,0
IndiGo,Delhi,Cochin,300,1.0,No info,6069.0,9,6,2019,21,0,16,0
Jet Airways,Banglore,New Delhi,1055,1.0,1 Long layover,22270.0,1,3,2019,7,40,14,5
IndiGo,Delhi,Cochin,325,1.0,No info,5046.0,6,4,2019,7,25,2,0
Air Asia,Banglore,Delhi,165,0.0,No info,3383.0,9,5,2019,13,55,11,10
Multiple carriers,Delhi,Cochin,390,1.0,No info,9424.0,1,5,2019,1,30,19,0
Air India,Delhi,Cochin,1560,2.0,No info,13442.0,3,3,2019,19,15,17,15
IndiGo,Mumbai,Hyderabad,95,0.0,No info,2437.0,9,5,2019,21,40,20,5
Jet Airways,Delhi,Cochin,1225,1.0,In-flight meal not included,10262.0,6,6,2019,4,25,8,0
Jet Airways,Banglore,New Delhi,305,1.0,In-flight meal not included,7832.0,21,3,2019,19,10,14,5
Multiple carriers,Delhi,Cochin,835,1.0,No info,13797.0,24,6,2019,21,0,7,5
Air India,Delhi,Cochin,1420,1.0,No info,7480.0,24,5,2019,9,25,9,45
Jet Airways,Delhi,Cochin,1270,1.0,In-flight meal not included,10262.0,9,6,2019,19,0,21,50
Multiple carriers,Delhi,Cochin,520,1.0,No info,7354.0,6,6,2019,19,15,10,35
Jet Airways,Kolkata,Banglore,750,1.0,In-flight meal not included,10539.0,12,6,2019,22,5,9,35
Multiple carriers,Delhi,Cochin,755,1.0,No info,6673.0,27,3,2019,1,35,13,0
Air India,Delhi,Cochin,865,2.0,No info,13039.0,27,6,2019,7,40,17,15
Air India,Kolkata,Banglore,155,0.0,No info,4145.0,27,5,2019,23,20,20,45
Air India,Delhi,Cochin,735,1.0,No info,8669.0,9,5,2019,19,15,7,0
IndiGo,Delhi,Cochin,635,1.0,No info,6442.0,24,6,2019,22,30,11,55
Jet Airways,Delhi,Cochin,810,2.0,No info,11664.0,9,4,2019,19,0,5,30
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,27,6,2019,15,50,13,0
Air India,Delhi,Cochin,1275,2.0,No info,10441.0,9,5,2019,19,15,22,0
Multiple carriers,Delhi,Cochin,480,1.0,No info,12537.0,9,4,2019,21,0,13,0
Jet Airways,Delhi,Cochin,560,2.0,No info,13014.0,9,6,2019,19,0,9,40
Jet Airways,Delhi,Cochin,335,1.0,No info,15554.0,6,5,2019,4,25,22,50
Air India,Delhi,Cochin,1380,2.0,No info,13381.0,3,6,2019,19,15,20,15
Jet Airways,Banglore,New Delhi,375,1.0,In-flight meal not included,9134.0,15,3,2019,13,15,7,0
Multiple carriers,Delhi,Cochin,585,1.0,No info,11622.0,3,6,2019,19,0,9,15
Jet Airways,Delhi,Cochin,715,1.0,No info,18581.0,24,6,2019,19,0,7,5
Jet Airways,Delhi,Cochin,335,1.0,No info,14714.0,6,6,2019,4,25,22,50
IndiGo,Delhi,Cochin,320,1.0,No info,6493.0,3,6,2019,22,25,17,5
GoAir,Delhi,Cochin,540,1.0,No info,5430.0,24,4,2019,19,35,10,35
Air India,Banglore,New Delhi,1475,2.0,No info,25430.0,1,3,2019,9,25,8,50
Air Asia,Delhi,Cochin,340,1.0,No info,6752.0,24,6,2019,22,25,16,45
Multiple carriers,Delhi,Cochin,495,2.0,No info,11966.0,3,3,2019,21,20,13,5
Air India,Kolkata,Banglore,625,1.0,No info,11096.0,21,5,2019,20,25,10,0
SpiceJet,Delhi,Cochin,315,1.0,No info,5583.0,15,5,2019,11,20,6,5
IndiGo,Delhi,Cochin,195,0.0,No info,7673.0,6,3,2019,8,50,5,35
Air India,Kolkata,Banglore,1045,2.0,No info,12723.0,9,6,2019,23,15,5,50
Air Asia,Kolkata,Banglore,155,0.0,No info,4082.0,21,3,2019,12,55,10,20
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3859.0,3,5,2019,12,0,9,45
Multiple carriers,Delhi,Cochin,920,1.0,No info,6513.0,15,5,2019,22,30,7,10
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,1,6,2019,22,55,20,20
Multiple carriers,Delhi,Cochin,795,1.0,No info,8476.0,18,5,2019,19,15,6,0
IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,12,5,2019,2,20,23,30
SpiceJet,Delhi,Cochin,310,1.0,No info,8382.0,9,3,2019,11,20,6,10
Jet Airways,Kolkata,Banglore,590,1.0,No info,12681.0,1,4,2019,18,15,8,25
Jet Airways,Delhi,Cochin,1680,1.0,No info,14714.0,1,6,2019,19,0,15,0
Air India,Delhi,Cochin,1100,2.0,No info,10178.0,27,3,2019,7,40,13,20
Air India,Kolkata,Banglore,1625,2.0,No info,12723.0,24,5,2019,8,55,5,50
Air India,Kolkata,Banglore,1165,2.0,No info,12009.0,6,6,2019,5,25,10,0
Air India,Kolkata,Banglore,1390,2.0,No info,9416.0,12,6,2019,11,10,12,0
Multiple carriers Premium economy,Delhi,Cochin,680,1.0,No info,14629.0,21,3,2019,18,50,7,30
Vistara,Banglore,Delhi,160,0.0,No info,5403.0,3,4,2019,9,40,7,0
Jet Airways,Banglore,New Delhi,1475,1.0,In-flight meal not included,11087.0,9,3,2019,9,30,8,55
Jet Airways,Delhi,Cochin,1680,1.0,No info,14714.0,6,6,2019,19,0,15,0
Multiple carriers,Delhi,Cochin,765,1.0,No info,10486.0,27,5,2019,22,30,9,45
Jet Airways,Kolkata,Banglore,1025,1.0,In-flight meal not included,10844.0,24,5,2019,12,0,18,55
IndiGo,Delhi,Cochin,480,1.0,No info,6104.0,9,6,2019,1,30,17,30
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,1,6,2019,15,50,13,0
Vistara,Delhi,Cochin,190,0.0,No info,6688.0,21,3,2019,9,10,6,0
Jet Airways,Delhi,Cochin,1570,2.0,In-flight meal not included,8098.0,27,3,2019,19,45,17,35
Jet Airways,Kolkata,Banglore,730,1.0,No info,14388.0,21,5,2019,4,40,16,30
Multiple carriers,Delhi,Cochin,615,1.0,No info,6795.0,12,6,2019,1,30,15,15
Air India,Delhi,Cochin,1640,1.0,No info,7480.0,15,6,2019,9,25,6,5
Multiple carriers,Delhi,Cochin,465,1.0,In-flight meal not included,5883.0,27,3,2019,22,20,14,35
Air India,Banglore,New Delhi,1420,1.0,No info,9292.0,9,3,2019,16,40,17,0
Multiple carriers,Delhi,Cochin,625,2.0,No info,18275.0,1,6,2019,1,30,15,5
Air India,Banglore,Delhi,170,0.0,No info,4441.0,9,4,2019,23,55,21,5
GoAir,Delhi,Cochin,355,1.0,No info,5897.0,9,6,2019,12,55,7,0
Jet Airways,Kolkata,Banglore,1480,1.0,No info,13067.0,6,5,2019,21,5,20,25
Jet Airways,Delhi,Cochin,535,2.0,No info,15129.0,21,5,2019,4,25,19,30
IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,6,5,2019,13,30,12,0
SpiceJet,Banglore,New Delhi,170,0.0,No check-in baggage included,3527.0,24,3,2019,8,35,5,45
Air India,Banglore,New Delhi,655,2.0,No info,11213.0,1,3,2019,21,25,10,30
Air India,Kolkata,Banglore,1605,1.0,No info,10808.0,24,3,2019,23,15,20,30
Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040.0,27,6,2019,11,50,10,20
Vistara,Banglore,Delhi,170,0.0,No info,5403.0,1,4,2019,23,50,21,0
Jet Airways,Kolkata,Banglore,1430,1.0,In-flight meal not included,9663.0,18,5,2019,8,15,8,25
Jet Airways,Kolkata,Banglore,800,1.0,No info,14939.0,9,6,2019,8,15,18,55
Multiple carriers,Delhi,Cochin,650,1.0,No info,11667.0,27,3,2019,18,50,8,0
Jet Airways,Kolkata,Banglore,1360,1.0,In-flight meal not included,10844.0,21,5,2019,19,50,21,10
Vistara,Mumbai,Hyderabad,1500,1.0,No info,12395.0,6,3,2019,22,55,21,55
IndiGo,Mumbai,Hyderabad,85,0.0,No info,2227.0,18,3,2019,22,45,21,20
Jet Airways,Banglore,New Delhi,840,1.0,No info,17261.0,6,3,2019,11,25,21,25
IndiGo,Kolkata,Banglore,155,0.0,No info,5224.0,9,6,2019,18,5,15,30
IndiGo,Delhi,Cochin,195,0.0,No info,5021.0,18,3,2019,0,20,21,5
IndiGo,Delhi,Cochin,325,1.0,No info,5636.0,3,6,2019,7,25,2,0
Jet Airways,Delhi,Cochin,1325,1.0,No info,16079.0,21,5,2019,19,0,20,55
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4392.0,21,6,2019,18,25,16,55
SpiceJet,Delhi,Cochin,270,1.0,No check-in baggage included,4414.0,27,3,2019,13,15,8,45
Jet Airways,Kolkata,Banglore,980,1.0,In-flight meal not included,11134.0,24,3,2019,9,15,16,55
GoAir,Banglore,Delhi,175,0.0,No info,3898.0,1,5,2019,10,40,7,45
Multiple carriers,Delhi,Cochin,630,1.0,No info,8476.0,18,5,2019,19,15,8,45
Vistara,Kolkata,Banglore,1580,1.0,No info,8662.0,6,6,2019,22,40,20,20
IndiGo,Banglore,New Delhi,300,1.0,No info,7708.0,21,3,2019,19,25,14,25
Jet Airways,Delhi,Cochin,1790,2.0,No info,13376.0,27,6,2019,12,35,6,45
Air India,Banglore,New Delhi,1490,1.0,No info,10321.0,9,3,2019,11,20,10,30
Multiple carriers,Delhi,Cochin,630,1.0,No info,11200.0,3,6,2019,19,0,8,30
Vistara,Kolkata,Banglore,790,1.0,No info,9555.0,24,5,2019,20,20,7,10
Air India,Banglore,New Delhi,2315,2.0,No info,25430.0,1,3,2019,23,25,8,50
Air India,Kolkata,Banglore,765,2.0,No info,11642.0,18,5,2019,5,35,16,50
Jet Airways,Delhi,Cochin,1165,1.0,In-flight meal not included,12898.0,27,5,2019,4,25,9,0
Jet Airways,Delhi,Cochin,1485,1.0,In-flight meal not included,12898.0,21,5,2019,19,0,18,15
Air India,Delhi,Cochin,675,1.0,No info,9929.0,27,5,2019,19,15,8,0
Jet Airways,Banglore,New Delhi,670,1.0,No info,16736.0,6,3,2019,19,10,8,0
Jet Airways,Banglore,New Delhi,860,1.0,No info,13817.0,12,3,2019,21,20,7,0
Multiple carriers,Delhi,Cochin,455,1.0,No info,10877.0,12,6,2019,19,0,11,25
Air Asia,Kolkata,Banglore,955,1.0,No info,5320.0,12,5,2019,23,30,7,35
Jet Airways,Banglore,Delhi,185,0.0,No info,7229.0,24,4,2019,22,0,18,55
Multiple carriers,Delhi,Cochin,750,1.0,No info,13377.0,6,6,2019,1,30,13,0
IndiGo,Banglore,Delhi,165,0.0,No info,4423.0,12,5,2019,8,50,6,5
GoAir,Banglore,Delhi,165,0.0,No info,3419.0,18,6,2019,23,40,20,55
Multiple carriers,Delhi,Cochin,720,1.0,No info,8073.0,9,5,2019,21,0,9,0
Multiple carriers,Delhi,Cochin,615,1.0,No info,9794.0,15,5,2019,19,0,8,45
Multiple carriers,Delhi,Cochin,540,1.0,No info,12192.0,12,6,2019,19,0,10,0
Air India,Banglore,Delhi,165,0.0,No info,6961.0,21,6,2019,8,55,6,10
Multiple carriers,Delhi,Cochin,560,1.0,No info,7005.0,12,6,2019,21,0,11,40
Jet Airways,Delhi,Cochin,520,1.0,In-flight meal not included,12898.0,27,5,2019,4,25,19,45
IndiGo,Delhi,Cochin,195,0.0,No info,5601.0,3,6,2019,8,50,5,35
Jet Airways,Banglore,New Delhi,1455,1.0,In-flight meal not included,11087.0,12,3,2019,19,10,18,55
Multiple carriers,Delhi,Cochin,705,1.0,No info,7354.0,6,6,2019,19,15,7,30
Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10844.0,21,5,2019,9,20,20,0
IndiGo,Delhi,Cochin,305,1.0,No info,9165.0,27,6,2019,4,35,23,30
Jet Airways,Kolkata,Banglore,1330,1.0,In-flight meal not included,8586.0,6,6,2019,4,40,6,30
Air India,Banglore,New Delhi,2420,2.0,No info,11791.0,3,3,2019,22,10,5,50
IndiGo,Delhi,Cochin,665,1.0,No info,6600.0,9,6,2019,16,10,5,5
IndiGo,Delhi,Cochin,825,1.0,No info,7514.0,6,3,2019,22,20,8,35
Jet Airways,Delhi,Cochin,425,2.0,In-flight meal not included,13344.0,24,6,2019,12,35,5,30
Air Asia,Kolkata,Banglore,150,0.0,No info,3807.0,9,5,2019,1,20,22,50
IndiGo,Delhi,Cochin,320,1.0,No info,5530.0,27,5,2019,12,10,6,50
IndiGo,Kolkata,Banglore,280,1.0,No info,6669.0,12,5,2019,22,15,17,35
Jet Airways,Kolkata,Banglore,1025,1.0,No info,13044.0,12,6,2019,12,0,18,55
SpiceJet,Kolkata,Banglore,150,0.0,No info,3873.0,6,4,2019,19,40,17,10
IndiGo,Delhi,Cochin,665,1.0,No info,6818.0,6,6,2019,16,10,5,5
Air India,Kolkata,Banglore,1040,3.0,No info,15145.0,24,3,2019,23,15,5,55
IndiGo,Delhi,Cochin,275,1.0,No info,5458.0,6,6,2019,12,10,7,35
Air India,Chennai,Kolkata,135,0.0,No info,4667.0,9,6,2019,13,55,11,40
Jet Airways,Kolkata,Banglore,330,1.0,In-flight meal not included,9663.0,21,5,2019,12,0,6,30
Multiple carriers,Delhi,Cochin,650,1.0,No info,8601.0,21,3,2019,19,15,8,25
Jet Airways,Kolkata,Banglore,505,1.0,No info,12692.0,6,6,2019,18,0,9,35
Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,3205.0,1,4,2019,11,50,10,20
Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10539.0,12,6,2019,9,45,20,25
Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368.0,6,6,2019,4,25,5,30
Air India,Kolkata,Banglore,155,0.0,No info,4145.0,9,5,2019,23,20,20,45
Air India,Banglore,New Delhi,770,1.0,No info,6955.0,21,3,2019,10,50,22,0
IndiGo,Delhi,Cochin,750,1.0,No info,6416.0,3,6,2019,21,0,8,30
IndiGo,Delhi,Cochin,505,1.0,No info,6316.0,27,3,2019,1,35,17,10
Vistara,Kolkata,Banglore,765,1.0,No info,9187.0,9,5,2019,9,5,20,20
Jet Airways,Delhi,Cochin,705,1.0,No info,12767.0,21,3,2019,18,50,7,5
Vistara,Kolkata,Banglore,695,1.0,No info,16932.0,24,3,2019,18,45,7,10
IndiGo,Delhi,Cochin,625,1.0,No info,6979.0,15,5,2019,21,0,10,35
IndiGo,Kolkata,Banglore,155,0.0,No info,5224.0,9,5,2019,14,5,11,30
Jet Airways,Delhi,Cochin,1760,2.0,No info,16704.0,18,5,2019,4,25,23,5
Air Asia,Banglore,Delhi,170,0.0,No info,4282.0,3,4,2019,7,45,4,55
IndiGo,Delhi,Cochin,380,1.0,No info,6938.0,6,6,2019,22,30,16,10
SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841.0,21,5,2019,0,40,22,20
Multiple carriers,Delhi,Cochin,505,1.0,No info,12537.0,27,3,2019,15,30,7,5
IndiGo,Banglore,Delhi,165,0.0,No info,4591.0,12,4,2019,4,15,1,30
Jet Airways,Banglore,New Delhi,380,1.0,No info,26890.0,1,3,2019,15,15,8,55
Jet Airways,Kolkata,Banglore,1315,1.0,In-flight meal not included,9663.0,18,5,2019,12,0,14,5
Air India,Delhi,Cochin,1255,1.0,No info,7480.0,12,6,2019,9,25,12,30
Air Asia,Banglore,Delhi,170,0.0,No info,4483.0,1,5,2019,2,45,23,55
Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,4256.0,21,6,2019,14,15,11,0
Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,5177.0,3,4,2019,19,0,14,0
Jet Airways,Delhi,Cochin,805,1.0,No info,12767.0,21,3,2019,4,25,15,0
Air India,Delhi,Cochin,180,0.0,No info,6094.0,9,5,2019,17,10,14,10
Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,11627.0,3,6,2019,4,25,2,15
Air India,Kolkata,Banglore,1665,2.0,No info,12224.0,12,6,2019,13,45,10,0
Multiple carriers,Delhi,Cochin,915,1.0,No info,7695.0,21,3,2019,1,35,10,20
Multiple carriers,Delhi,Cochin,505,1.0,No info,10877.0,3,6,2019,19,0,10,35
Multiple carriers,Delhi,Cochin,455,1.0,No info,6805.0,9,5,2019,22,30,14,55
Multiple carriers,Delhi,Cochin,665,1.0,No info,18492.0,9,3,2019,19,45,8,40
Air Asia,Kolkata,Banglore,955,1.0,No info,5192.0,24,5,2019,23,30,7,35
SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841.0,6,6,2019,0,40,22,20
SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,9,6,2019,19,40,17,10
Jet Airways,Kolkata,Banglore,750,1.0,No info,12692.0,12,6,2019,22,5,9,35
Jet Airways,Banglore,New Delhi,1365,1.0,In-flight meal not included,7412.0,21,3,2019,7,40,8,55
Jet Airways,Kolkata,Banglore,585,1.0,No info,14388.0,21,5,2019,4,40,18,55
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,3,5,2019,7,15,4,40
Jet Airways,Kolkata,Banglore,1520,1.0,No info,13067.0,6,5,2019,10,55,9,35
Multiple carriers,Delhi,Cochin,390,1.0,No info,6795.0,15,6,2019,1,30,19,0
IndiGo,Mumbai,Hyderabad,85,0.0,No info,3175.0,27,3,2019,7,45,6,20
Jet Airways,Kolkata,Banglore,845,1.0,In-flight meal not included,9663.0,6,5,2019,10,5,20,0
Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,21,5,2019,22,50,19,50
Multiple carriers,Delhi,Cochin,925,1.0,No info,9646.0,9,6,2019,22,30,7,5
Air India,Delhi,Cochin,1380,2.0,No info,13591.0,9,5,2019,19,15,20,15
Multiple carriers,Delhi,Cochin,765,1.0,No info,15147.0,6,3,2019,1,35,12,50
Jet Airways,Kolkata,Banglore,1005,1.0,No info,12121.0,9,5,2019,9,45,17,0
Jet Airways,Delhi,Cochin,330,1.0,No info,14714.0,27,6,2019,12,35,7,5
Jet Airways,Delhi,Cochin,825,1.0,In-flight meal not included,12898.0,27,5,2019,12,35,22,50
SpiceJet,Delhi,Cochin,310,1.0,No info,9748.0,6,3,2019,11,20,6,10
IndiGo,Delhi,Cochin,705,1.0,No info,6838.0,15,6,2019,21,0,9,15
Multiple carriers,Delhi,Cochin,395,1.0,No info,13677.0,9,3,2019,1,35,19,0
SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,27,6,2019,19,40,17,10
Jet Airways,Delhi,Cochin,195,0.0,No info,9564.0,21,5,2019,13,5,9,50
Air India,Banglore,New Delhi,385,1.0,No info,8714.0,15,3,2019,15,15,8,50
Air India,Delhi,Cochin,615,1.0,No info,9929.0,27,5,2019,19,15,9,0
Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,4995.0,3,5,2019,11,50,10,20
Air India,Kolkata,Banglore,1255,2.0,No info,13484.0,21,5,2019,13,45,16,50
Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,1,4,2019,22,50,19,50
IndiGo,Kolkata,Banglore,315,1.0,No info,7252.0,6,5,2019,2,15,21,0
Multiple carriers,Delhi,Cochin,455,1.0,No info,7740.0,24,5,2019,22,30,14,55
Jet Airways,Delhi,Cochin,1005,1.0,In-flight meal not included,10262.0,15,6,2019,19,0,2,15
Air India,Banglore,New Delhi,980,2.0,No info,13576.0,1,3,2019,22,10,5,50
Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,4995.0,27,5,2019,11,50,10,20
Multiple carriers,Delhi,Cochin,900,1.0,No info,7005.0,6,6,2019,21,0,6,0
SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2753.0,21,6,2019,7,15,5,45
Vistara,Delhi,Cochin,190,0.0,No info,6216.0,27,5,2019,9,10,6,0
Jet Airways,Kolkata,Banglore,685,1.0,No info,14571.0,24,5,2019,19,50,8,25
IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,15,6,2019,15,35,13,15
Multiple carriers,Delhi,Cochin,570,1.0,No info,13587.0,6,6,2019,21,0,11,30
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4050.0,18,5,2019,8,30,7,5
Multiple carriers,Delhi,Cochin,750,1.0,No info,13377.0,15,6,2019,1,30,13,0
Jet Airways,Delhi,Cochin,1760,2.0,No info,15129.0,18,5,2019,4,25,23,5
Air India,Kolkata,Banglore,1440,1.0,No info,5006.0,9,4,2019,14,35,14,35
Jet Airways,Kolkata,Banglore,1315,1.0,No info,14388.0,18,5,2019,12,0,14,5
Multiple carriers,Delhi,Cochin,780,1.0,No info,13587.0,1,6,2019,21,0,8,0
Multiple carriers,Delhi,Cochin,735,1.0,No info,7740.0,6,6,2019,21,0,8,45
IndiGo,Delhi,Cochin,325,1.0,No info,4744.0,3,4,2019,7,25,2,0
Multiple carriers,Delhi,Cochin,465,1.0,No info,14848.0,3,6,2019,19,15,11,30
SpiceJet,Banglore,New Delhi,170,0.0,No info,6860.0,3,3,2019,23,20,20,30
Jet Airways,Kolkata,Banglore,705,1.0,No info,14781.0,6,5,2019,18,15,6,30
Air India,Kolkata,Banglore,1515,1.0,No info,7662.0,18,5,2019,13,15,12,0
Jet Airways,Banglore,Delhi,185,0.0,No info,8016.0,6,6,2019,22,0,18,55
IndiGo,Delhi,Cochin,300,1.0,No info,6069.0,18,5,2019,21,0,16,0
Jet Airways,Kolkata,Banglore,570,1.0,In-flight meal not included,10844.0,6,6,2019,23,35,14,5
